iid,id,gender,condtn,wave,round,order,partner,pid,match,dec_o,dec
83,8,0,2,4,18,10,13,106,0,1,0
83,8,0,2,4,18,1,14,107,1,1,1
83,8,0,2,4,18,5,15,108,0,0,0
83,8,0,2,4,18,15,16,109,0,1,0
83,8,0,2,4,18,14,17,110,0,0,0
83,8,0,2,4,18,13,18,111,0,0,0
129,8,1,1,5,10,7,1,112,1,1,1
129,8,1,1,5,10,10,2,113,0,0,0
129,8,1,1,5,10,8,3,114,0,0,0
129,8,1,1,5,10,2,4,115,0,0,1
129,8,1,1,5,10,9,5,116,1,1,1
129,8,1,1,5,10,3,6,117,0,0,1
129,8,1,1,5,10,6,10,119,1,1,1
129,8,1,1,5,10,4,11,120,0,0,1
129,8,1,1,5,10,1,12,121,0,0,1
165,8,1,2,7,16,14,1,142,0,0,0
165,8,1,2,7,16,15,2,143,0,1,0
165,8,1,2,7,16,2,3,144,0,0,0
165,8,1,2,7,16,3,4,145,0,0,0
165,8,1,2,7,16,9,5,146,0,0,1
165,8,1,2,7,16,8,6,147,1,1,1
165,8,1,2,7,16,7,7,148,0,0,1
165,8,1,2,7,16,6,8,149,0,0,1
165,8,1,2,7,16,13,9,150,1,1,1
165,8,1,2,7,16,11,10,151,0,0,0
165,8,1,2,7,16,1,11,152,1,1,1
165,8,1,2,7,16,16,12,153,0,0,0
165,8,1,2,7,16,4,13,154,0,0,0
165,8,1,2,7,16,10,14,155,0,0,0
165,8,1,2,7,16,12,15,156,0,0,0
165,8,1,2,7,16,5,16,157,0,0,1
149,8,0,2,7,16,9,1,158,0,1,0
149,8,0,2,7,16,10,2,159,0,1,0
149,8,0,2,7,16,15,3,160,1,1,1
149,8,0,2,7,16,11,4,161,0,0,0
149,8,0,2,7,16,4,5,162,0,1,0
149,8,0,2,7,16,7,6,163,0,1,0
149,8,0,2,7,16,14,7,164,0,0,0
149,8,0,2,7,16,6,8,165,0,1,0
149,8,0,2,7,16,16,9,166,1,1,1
149,8,0,2,7,16,8,10,167,0,1,0
149,8,0,2,7,16,3,11,168,0,0,0
149,8,0,2,7,16,13,12,169,0,0,1
149,8,0,2,7,16,12,13,170,0,1,0
149,8,0,2,7,16,1,14,171,1,1,1
149,8,0,2,7,16,5,15,172,1,1,1
149,8,0,2,7,16,2,16,173,1,1,1
191,8,1,1,8,10,2,1,174,0,1,0
191,8,1,1,8,10,1,2,175,0,1,0
191,8,1,1,8,10,8,3,176,1,1,1
191,8,1,1,8,10,5,4,177,0,1,0
191,8,1,1,8,10,9,5,178,0,1,0
191,8,1,1,8,10,10,6,179,0,0,1
191,8,1,1,8,10,3,7,180,0,0,1
191,8,1,1,8,10,6,8,181,1,1,1
191,8,1,1,8,10,7,9,182,0,1,0
191,8,1,1,8,10,4,10,183,0,1,0
181,8,0,1,8,10,3,1,184,0,0,1
181,8,0,1,8,10,9,2,185,1,1,1
181,8,0,1,8,10,2,3,186,1,1,1
181,8,0,1,8,10,5,4,187,0,0,0
181,8,0,1,8,10,4,5,188,0,1,0
181,8,0,1,8,10,8,6,189,0,0,1
181,8,0,1,8,10,10,7,190,1,1,1
181,8,0,1,8,10,6,8,191,1,1,1
181,8,0,1,8,10,7,9,192,0,0,0
181,8,0,1,8,10,1,10,193,1,1,1
221,8,1,2,9,20,16,1,194,1,1,1
221,8,1,2,9,20,20,2,195,0,0,1
221,8,1,2,9,20,19,3,196,0,0,1
221,8,1,2,9,20,17,4,197,0,0,1
221,8,1,2,9,20,8,5,198,0,0,0
221,8,1,2,9,20,13,6,199,1,1,1
221,8,1,2,9,20,12,7,200,0,0,1
221,8,1,2,9,20,3,8,201,0,0,1
221,8,1,2,9,20,6,9,202,0,0,1
221,8,1,2,9,20,5,10,203,0,0,1
221,8,1,2,9,20,11,11,204,0,0,0
221,8,1,2,9,20,7,12,205,1,1,1
221,8,1,2,9,20,10,13,206,1,1,1
221,8,1,2,9,20,18,14,207,0,0,1
221,8,1,2,9,20,9,15,208,0,0,1
221,8,1,2,9,20,14,16,209,0,0,0
221,8,1,2,9,20,15,17,210,0,0,1
221,8,1,2,9,20,1,18,211,0,0,1
221,8,1,2,9,20,4,19,212,1,1,1
221,8,1,2,9,20,2,20,213,0,0,1
201,8,0,2,9,20,5,1,214,0,1,0
201,8,0,2,9,20,7,2,215,0,0,0
201,8,0,2,9,20,14,3,216,0,1,0
201,8,0,2,9,20,20,4,217,0,0,1
201,8,0,2,9,20,11,5,218,0,0,0
201,8,0,2,9,20,8,6,219,0,0,0
201,8,0,2,9,20,16,7,220,0,1,0
201,8,0,2,9,20,3,8,221,0,1,0
201,8,0,2,9,20,18,9,222,0,0,0
201,8,0,2,9,20,12,10,223,0,1,0
201,8,0,2,9,20,10,11,224,0,0,0
201,8,0,2,9,20,15,12,225,0,0,0
201,8,0,2,9,20,9,13,226,0,0,1
201,8,0,2,9,20,6,14,227,0,0,0
201,8,0,2,9,20,1,15,228,0,0,0
201,8,0,2,9,20,4,16,229,0,0,0
201,8,0,2,9,20,13,17,230,1,1,1
201,8,0,2,9,20,2,18,231,0,0,0
201,8,0,2,9,20,17,19,232,0,0,0
201,8,0,2,9,20,19,20,233,0,1,0
250,8,1,1,10,9,1,1,234,0,1,0
250,8,1,1,10,9,3,2,235,0,0,1
250,8,1,1,10,9,4,3,236,0,1,0
250,8,1,1,10,9,5,4,237,1,1,1
250,8,1,1,10,9,9,5,238,1,1,1
250,8,1,1,10,9,8,6,239,0,1,0
250,8,1,1,10,9,7,7,240,1,1,1
250,8,1,1,10,9,2,8,241,1,1,1
250,8,1,1,10,9,6,9,242,1,1,1
241,8,0,1,10,9,8,1,243,1,1,1
241,8,0,1,10,9,5,2,244,0,1,0
241,8,0,1,10,9,7,3,245,0,1,0
241,8,0,1,10,9,3,4,246,0,1,0
241,8,0,1,10,9,1,5,247,0,1,0
241,8,0,1,10,9,4,6,248,1,1,1
241,8,0,1,10,9,6,7,249,0,1,0
241,8,0,1,10,9,2,8,250,1,1,1
241,8,0,1,10,9,9,9,251,0,0,0
280,8,1,2,11,21,3,1,252,0,0,0
280,8,1,2,11,21,10,2,253,0,0,0
280,8,1,2,11,21,18,3,254,0,0,0
280,8,1,2,11,21,19,4,255,0,0,1
280,8,1,2,11,21,13,5,256,0,0,1
280,8,1,2,11,21,17,6,257,0,0,0
280,8,1,2,11,21,11,7,258,1,1,1
280,8,1,2,11,21,7,8,259,0,0,0
280,8,1,2,11,21,14,9,260,1,1,1
280,8,1,2,11,21,9,10,261,1,1,1
280,8,1,2,11,21,2,11,262,0,0,0
280,8,1,2,11,21,20,12,263,0,0,1
280,8,1,2,11,21,21,13,264,1,1,1
280,8,1,2,11,21,4,14,265,0,1,0
280,8,1,2,11,21,16,15,266,0,0,0
280,8,1,2,11,21,6,16,267,0,0,0
280,8,1,2,11,21,15,17,268,0,0,0
280,8,1,2,11,21,5,18,269,0,0,1
280,8,1,2,11,21,8,19,270,1,1,1
280,8,1,2,11,21,1,20,271,0,0,1
280,8,1,2,11,21,12,21,272,0,0,0
259,8,0,2,11,21,14,1,273,0,0,1
259,8,0,2,11,21,16,2,274,0,0,0
259,8,0,2,11,21,8,3,275,0,0,0
259,8,0,2,11,21,21,4,276,0,1,0
259,8,0,2,11,21,1,5,277,1,1,1
259,8,0,2,11,21,15,6,278,0,1,0
259,8,0,2,11,21,17,7,279,0,0,0
259,8,0,2,11,21,7,8,280,0,0,0
259,8,0,2,11,21,5,9,281,0,0,1
259,8,0,2,11,21,4,10,282,0,1,0
259,8,0,2,11,21,3,11,283,0,1,0
259,8,0,2,11,21,6,12,284,0,0,1
259,8,0,2,11,21,19,13,285,0,1,0
259,8,0,2,11,21,9,14,286,0,0,0
259,8,0,2,11,21,10,15,287,0,0,0
259,8,0,2,11,21,11,16,288,0,0,0
259,8,0,2,11,21,12,17,289,0,0,0
259,8,0,2,11,21,20,18,290,0,0,0
259,8,0,2,11,21,13,19,291,0,1,0
259,8,0,2,11,21,2,20,292,0,0,0
259,8,0,2,11,21,18,21,293,0,0,0
315,8,1,2,12,14,1,1,294,0,0,1
315,8,1,2,12,14,14,2,295,0,0,1
315,8,1,2,12,14,7,3,296,0,1,0
315,8,1,2,12,14,6,4,297,0,0,0
315,8,1,2,12,14,9,5,298,0,0,1
315,8,1,2,12,14,13,6,299,0,0,1
315,8,1,2,12,14,2,7,300,0,1,0
315,8,1,2,12,14,12,8,301,0,0,0
315,8,1,2,12,14,8,10,302,0,1,0
315,8,1,2,12,14,11,11,303,0,0,0
315,8,1,2,12,14,3,12,304,0,0,0
315,8,1,2,12,14,10,13,305,1,1,1
315,8,1,2,12,14,4,14,306,1,1,1
315,8,1,2,12,14,5,15,307,0,0,1
301,8,0,2,12,14,3,1,308,0,0,0
301,8,0,2,12,14,6,2,309,1,1,1
301,8,0,2,12,14,13,3,310,0,1,0
301,8,0,2,12,14,8,4,311,1,1,1
301,8,0,2,12,14,2,5,312,0,0,0
301,8,0,2,12,14,10,6,313,0,0,1
301,8,0,2,12,14,11,7,314,0,1,0
301,8,0,2,12,14,12,8,315,0,0,0
301,8,0,2,12,14,14,9,316,0,0,0
301,8,0,2,12,14,4,10,317,0,0,1
301,8,0,2,12,14,1,11,318,0,0,1
301,8,0,2,12,14,7,12,319,0,0,0
301,8,0,2,12,14,5,13,320,0,0,0
301,8,0,2,12,14,9,14,321,0,0,1
339,8,1,1,13,10,1,1,322,1,1,1
339,8,1,1,13,10,5,2,323,1,1,1
339,8,1,1,13,10,4,3,324,0,1,0
339,8,1,1,13,10,6,4,325,1,1,1
339,8,1,1,13,10,3,5,326,0,1,0
339,8,1,1,13,10,9,6,327,0,0,0
339,8,1,1,13,10,2,7,328,1,1,1
339,8,1,1,13,10,10,8,329,0,0,1
339,8,1,1,13,10,7,9,330,0,0,0
339,8,1,1,13,10,8,10,331,0,1,0
329,8,0,1,13,9,6,1,332,0,0,0
329,8,0,1,13,9,5,2,333,0,0,0
329,8,0,1,13,9,3,3,334,0,0,0
329,8,0,1,13,9,8,4,335,0,0,1
329,8,0,1,13,9,4,5,336,0,0,1
329,8,0,1,13,9,1,6,337,0,1,0
329,8,0,1,13,9,2,7,338,0,1,0
329,8,0,1,13,9,9,8,339,0,1,0
329,8,0,1,13,9,7,9,340,0,0,0
368,8,1,2,14,20,3,1,341,1,1,1
368,8,1,2,14,20,20,2,342,0,1,0
368,8,1,2,14,20,6,3,343,0,1,0
368,8,1,2,14,20,7,4,344,0,0,1
368,8,1,2,14,20,15,5,345,1,1,1
368,8,1,2,14,20,8,6,346,0,0,1
368,8,1,2,14,20,12,7,347,0,0,0
368,8,1,2,14,20,14,8,348,0,1,0
368,8,1,2,14,20,5,9,349,1,1,1
368,8,1,2,14,20,1,10,350,1,1,1
368,8,1,2,14,20,9,11,351,0,0,1
368,8,1,2,14,20,10,12,352,0,1,0
368,8,1,2,14,20,11,13,353,0,0,0
368,8,1,2,14,20,17,14,354,1,1,1
368,8,1,2,14,20,18,15,355,0,0,0
368,8,1,2,14,20,2,16,356,0,0,1
368,8,1,2,14,20,4,17,357,1,1,1
368,8,1,2,14,20,16,18,358,0,0,1
368,8,1,2,14,20,13,19,359,0,0,0
368,8,1,2,14,20,19,20,360,0,1,0
348,8,0,2,14,18,11,1,361,0,0,1
348,8,0,2,14,18,5,2,362,0,0,1
348,8,0,2,14,18,2,3,363,1,1,1
348,8,0,2,14,18,4,4,364,0,0,1
348,8,0,2,14,18,18,5,365,0,0,1
348,8,0,2,14,18,3,6,366,0,0,1
348,8,0,2,14,18,14,7,367,0,0,1
348,8,0,2,14,18,12,8,368,0,0,1
348,8,0,2,14,18,16,9,369,0,0,1
348,8,0,2,14,18,10,10,370,0,0,1
348,8,0,2,14,18,13,11,371,0,0,1
348,8,0,2,14,18,8,12,372,0,0,1
348,8,0,2,14,18,9,13,373,0,0,1
348,8,0,2,14,18,1,14,374,0,0,1
348,8,0,2,14,18,15,15,375,0,0,1
348,8,0,2,14,18,17,16,376,0,0,1
348,8,0,2,14,18,6,17,377,0,0,1
348,8,0,2,14,18,7,18,378,0,0,1
404,8,1,2,15,18,9,1,379,0,0,1
404,8,1,2,15,18,6,2,380,0,1,0
404,8,1,2,15,18,7,3,381,0,0,1
404,8,1,2,15,18,1,4,382,1,1,1
404,8,1,2,15,18,10,5,383,1,1,1
404,8,1,2,15,18,18,6,384,1,1,1
404,8,1,2,15,18,14,7,385,1,1,1
404,8,1,2,15,18,16,8,386,0,0,0
404,8,1,2,15,18,15,9,387,1,1,1
404,8,1,2,15,18,11,10,388,0,0,1
404,8,1,2,15,18,4,11,389,1,1,1
404,8,1,2,15,18,2,12,390,1,1,1
404,8,1,2,15,18,12,13,391,0,0,1
404,8,1,2,15,18,17,14,392,1,1,1
404,8,1,2,15,18,5,15,393,0,0,0
404,8,1,2,15,18,3,16,394,1,1,1
404,8,1,2,15,18,13,17,395,0,0,0
404,8,1,2,15,18,8,18,396,0,1,0
386,8,0,2,15,19,11,1,397,1,1,1
386,8,0,2,15,19,2,2,398,0,0,1
386,8,0,2,15,19,6,3,399,0,0,1
386,8,0,2,15,19,4,4,400,0,0,1
386,8,0,2,15,19,1,5,401,0,0,1
386,8,0,2,15,19,7,6,402,0,0,0
386,8,0,2,15,19,19,7,403,0,1,0
386,8,0,2,15,19,17,8,404,0,0,0
386,8,0,2,15,19,9,9,405,0,0,0
386,8,0,2,15,19,16,10,406,0,1,0
386,8,0,2,15,19,10,11,407,0,0,1
386,8,0,2,15,19,8,12,408,0,0,1
386,8,0,2,15,19,18,13,409,0,0,0
386,8,0,2,15,19,5,14,410,0,0,1
386,8,0,2,15,19,14,15,411,0,0,1
386,8,0,2,15,19,13,16,412,1,1,1
386,8,0,2,15,19,12,17,413,0,0,1
386,8,0,2,15,19,3,18,414,0,1,0
386,8,0,2,15,19,15,19,415,0,1,0
429,8,1,1,16,6,6,1,416,1,1,1
429,8,1,1,16,6,4,2,417,0,0,0
429,8,1,1,16,6,3,3,418,0,0,1
429,8,1,1,16,6,2,4,419,0,1,0
429,8,1,1,16,6,1,5,420,0,0,1
429,8,1,1,16,6,5,6,421,0,1,0
447,8,1,2,17,11,6,1,430,0,0,0
447,8,1,2,17,11,7,2,431,0,0,0
447,8,1,2,17,11,8,3,432,0,1,0
447,8,1,2,17,11,2,4,433,0,0,0
447,8,1,2,17,11,3,5,434,1,1,1
447,8,1,2,17,11,5,6,435,0,0,0
447,8,1,2,17,11,4,7,436,0,0,0
447,8,1,2,17,11,9,8,437,0,1,0
447,8,1,2,17,11,10,9,438,0,0,0
447,8,1,2,17,11,1,10,439,0,0,0
437,8,0,2,17,14,10,1,440,0,0,1
437,8,0,2,17,14,7,2,441,1,1,1
437,8,0,2,17,14,8,3,442,1,1,1
437,8,0,2,17,14,3,4,443,0,0,0
437,8,0,2,17,14,2,5,444,0,0,1
437,8,0,2,17,14,1,6,445,0,0,1
437,8,0,2,17,14,9,7,446,0,0,1
437,8,0,2,17,14,12,8,447,0,0,1
437,8,0,2,17,14,6,9,448,1,1,1
437,8,0,2,17,14,5,10,449,0,0,0
437,8,0,2,17,14,11,11,450,0,0,0
437,8,0,2,17,14,14,12,451,0,1,0
437,8,0,2,17,14,4,13,452,0,0,0
437,8,0,2,17,14,13,14,453,0,0,0
488,8,1,2,19,15,6,1,466,0,0,1
488,8,1,2,19,15,13,2,467,0,0,1
488,8,1,2,19,15,9,3,468,0,0,1
488,8,1,2,19,15,8,4,469,0,1,0
488,8,1,2,19,15,1,5,470,1,1,1
488,8,1,2,19,15,15,6,471,0,0,0
488,8,1,2,19,15,4,7,472,0,0,1
488,8,1,2,19,15,12,8,473,0,1,0
488,8,1,2,19,15,11,9,474,0,0,1
488,8,1,2,19,15,3,10,475,0,0,1
488,8,1,2,19,15,2,11,476,0,0,1
488,8,1,2,19,15,7,12,477,0,0,1
488,8,1,2,19,15,5,14,478,0,0,1
488,8,1,2,19,15,10,15,479,0,0,1
488,8,1,2,19,15,14,16,480,1,1,1
473,8,0,2,19,15,10,1,481,0,0,0
473,8,0,2,19,15,11,2,482,0,0,1
473,8,0,2,19,15,3,3,483,0,0,0
473,8,0,2,19,15,9,4,484,1,1,1
473,8,0,2,19,15,6,5,485,0,0,0
473,8,0,2,19,15,8,6,486,0,0,1
473,8,0,2,19,15,2,7,487,0,0,0
473,8,0,2,19,15,12,8,488,0,0,1
473,8,0,2,19,15,13,9,489,0,0,1
473,8,0,2,19,15,4,10,490,0,0,1
473,8,0,2,19,15,14,11,491,0,0,1
473,8,0,2,19,15,7,12,492,0,0,1
473,8,0,2,19,15,15,13,493,0,0,1
473,8,0,2,19,15,1,14,494,0,0,1
473,8,0,2,19,15,5,15,495,0,0,1
508,8,1,1,20,6,2,1,496,0,0,1
508,8,1,1,20,6,4,2,497,0,0,1
508,8,1,1,20,6,5,3,498,0,0,1
508,8,1,1,20,6,3,4,499,1,1,1
508,8,1,1,20,6,6,5,500,0,0,1
508,8,1,1,20,6,1,6,501,0,0,1
538,8,1,2,21,22,14,1,509,1,1,1
538,8,1,2,21,22,5,2,510,1,1,1
538,8,1,2,21,22,8,3,511,0,0,0
538,8,1,2,21,22,22,4,512,0,0,0
538,8,1,2,21,22,15,5,513,0,0,1
538,8,1,2,21,22,9,6,514,0,1,0
538,8,1,2,21,22,3,7,515,0,0,0
538,8,1,2,21,22,11,8,516,0,1,0
538,8,1,2,21,22,16,9,517,0,1,0
538,8,1,2,21,22,21,10,518,0,0,0
538,8,1,2,21,22,13,11,519,0,0,1
538,8,1,2,21,22,2,12,520,0,0,0
538,8,1,2,21,22,1,13,521,1,1,1
538,8,1,2,21,22,19,14,522,0,1,0
538,8,1,2,21,22,20,15,523,0,1,0
538,8,1,2,21,22,4,16,524,1,1,1
538,8,1,2,21,22,10,17,525,0,1,0
538,8,1,2,21,22,7,18,526,0,1,0
538,8,1,2,21,22,6,19,527,0,0,0
538,8,1,2,21,22,12,20,528,0,0,0
538,8,1,2,21,22,18,21,529,0,0,0
538,8,1,2,21,22,17,22,530,0,1,0
516,8,0,2,21,22,5,1,531,0,1,0
516,8,0,2,21,22,2,2,532,0,0,0
516,8,0,2,21,22,17,3,533,0,0,0
516,8,0,2,21,22,4,4,534,0,1,0
516,8,0,2,21,22,1,5,535,1,1,1
516,8,0,2,21,22,16,6,536,1,1,1
516,8,0,2,21,22,6,7,537,0,0,1
516,8,0,2,21,22,11,8,538,0,0,1
516,8,0,2,21,22,15,9,539,0,1,0
516,8,0,2,21,22,8,10,540,0,0,0
516,8,0,2,21,22,18,11,541,1,1,1
516,8,0,2,21,22,13,12,542,0,1,0
516,8,0,2,21,22,7,13,543,0,1,0
516,8,0,2,21,22,14,14,544,0,0,0
516,8,0,2,21,22,22,15,545,0,0,0
516,8,0,2,21,22,19,16,546,0,0,0
516,8,0,2,21,22,3,17,547,0,0,0
516,8,0,2,21,22,10,18,548,0,1,0
516,8,0,2,21,22,12,19,549,1,1,1
516,8,0,2,21,22,21,20,550,0,0,0
516,8,0,2,21,22,20,21,551,1,1,1
516,8,0,2,21,22,9,22,552,1,1,1
129,8,1,1,5,10,5,7,0,0,0,1
19,9,1,1,1,10,8,1,1,1,1,1
19,9,1,1,1,10,4,2,2,1,1,1
19,9,1,1,1,10,10,3,3,0,0,1
19,9,1,1,1,10,7,4,4,1,1,1
19,9,1,1,1,10,5,5,5,1,1,1
19,9,1,1,1,10,9,6,6,1,1,1
19,9,1,1,1,10,6,7,7,1,1,1
19,9,1,1,1,10,1,8,8,1,1,1
19,9,1,1,1,10,2,9,9,1,1,1
19,9,1,1,1,10,3,10,10,1,1,1
9,9,0,1,1,10,8,1,11,0,0,1
9,9,0,1,1,10,7,2,12,1,1,1
9,9,0,1,1,10,4,3,13,1,1,1
9,9,0,1,1,10,9,4,14,1,1,1
9,9,0,1,1,10,1,5,15,1,1,1
9,9,0,1,1,10,10,6,16,1,1,1
9,9,0,1,1,10,5,7,17,1,1,1
9,9,0,1,1,10,6,8,18,0,0,1
9,9,0,1,1,10,2,9,19,1,1,1
9,9,0,1,1,10,3,10,20,0,0,1
48,9,1,2,2,19,19,1,21,0,0,0
48,9,1,2,2,19,2,2,22,0,1,0
48,9,1,2,2,19,17,3,23,0,0,0
48,9,1,2,2,19,5,4,24,0,0,0
48,9,1,2,2,19,7,5,25,0,0,1
48,9,1,2,2,19,8,6,26,0,0,1
48,9,1,2,2,19,18,7,27,0,0,1
48,9,1,2,2,19,15,8,28,0,0,0
48,9,1,2,2,19,4,9,29,0,1,0
48,9,1,2,2,19,10,10,30,0,0,0
48,9,1,2,2,19,3,11,31,1,1,1
48,9,1,2,2,19,13,12,32,0,0,0
48,9,1,2,2,19,14,13,33,0,1,0
48,9,1,2,2,19,16,14,34,0,0,1
48,9,1,2,2,19,12,15,35,0,1,0
48,9,1,2,2,19,1,16,36,0,0,0
48,9,1,2,2,19,6,17,37,0,1,0
48,9,1,2,2,19,9,19,38,0,1,0
48,9,1,2,2,19,11,20,39,0,1,0
29,9,0,2,2,16,10,1,40,0,0,0
29,9,0,2,2,16,11,2,41,0,0,0
29,9,0,2,2,16,12,3,42,0,0,0
29,9,0,2,2,16,15,4,43,0,0,0
29,9,0,2,2,16,3,5,44,1,1,1
29,9,0,2,2,16,6,6,45,1,1,1
29,9,0,2,2,16,9,7,46,0,0,1
29,9,0,2,2,16,16,8,47,0,0,0
29,9,0,2,2,16,4,9,48,0,0,1
29,9,0,2,2,16,7,10,49,0,1,0
29,9,0,2,2,16,8,11,50,0,0,1
29,9,0,2,2,16,1,12,51,0,0,1
29,9,0,2,2,16,2,13,52,0,0,1
29,9,0,2,2,16,13,14,53,0,0,1
29,9,0,2,2,16,14,15,54,0,0,0
29,9,0,2,2,16,5,16,55,0,0,1
74,9,1,1,3,10,10,1,56,0,0,0
74,9,1,1,3,10,9,2,57,0,0,0
74,9,1,1,3,10,2,3,58,1,1,1
74,9,1,1,3,10,3,4,59,0,0,0
74,9,1,1,3,10,1,5,60,0,1,0
74,9,1,1,3,10,4,6,61,0,0,0
74,9,1,1,3,10,8,7,62,1,1,1
74,9,1,1,3,10,7,8,63,0,0,0
74,9,1,1,3,10,5,9,64,0,0,1
74,9,1,1,3,10,6,10,65,0,0,0
64,9,0,1,3,10,2,1,66,0,0,1
64,9,0,1,3,10,8,2,67,0,0,1
64,9,0,1,3,10,3,3,68,0,0,0
64,9,0,1,3,10,4,4,69,0,0,1
64,9,0,1,3,10,9,5,70,0,0,0
64,9,0,1,3,10,7,6,71,0,0,1
64,9,0,1,3,10,6,7,72,0,0,1
64,9,0,1,3,10,10,8,73,0,0,1
64,9,0,1,3,10,5,9,74,0,1,0
64,9,0,1,3,10,1,10,75,1,1,1
102,9,1,2,4,18,4,1,76,0,0,1
102,9,1,2,4,18,9,2,77,0,1,0
102,9,1,2,4,18,15,3,78,0,0,0
102,9,1,2,4,18,14,4,79,0,0,0
102,9,1,2,4,18,13,5,80,1,1,1
102,9,1,2,4,18,18,6,81,0,0,1
102,9,1,2,4,18,5,7,82,0,0,1
102,9,1,2,4,18,11,8,83,0,0,1
102,9,1,2,4,18,12,9,84,0,0,1
102,9,1,2,4,18,1,10,85,0,0,0
102,9,1,2,4,18,6,11,86,0,0,1
102,9,1,2,4,18,8,12,87,0,0,1
102,9,1,2,4,18,7,13,88,0,0,0
102,9,1,2,4,18,2,14,89,0,0,0
102,9,1,2,4,18,3,15,90,0,0,0
102,9,1,2,4,18,10,16,91,0,0,1
102,9,1,2,4,18,16,17,92,0,0,1
102,9,1,2,4,18,17,18,93,0,0,1
84,9,0,2,4,18,17,1,94,0,0,0
84,9,0,2,4,18,1,2,95,0,0,0
84,9,0,2,4,18,7,3,96,0,1,0
84,9,0,2,4,18,13,4,97,0,1,0
84,9,0,2,4,18,4,5,98,0,1,0
84,9,0,2,4,18,10,6,99,0,0,1
84,9,0,2,4,18,5,7,100,0,0,0
84,9,0,2,4,18,8,8,101,0,1,0
84,9,0,2,4,18,12,9,102,0,1,0
84,9,0,2,4,18,9,10,103,0,0,0
84,9,0,2,4,18,18,11,104,0,0,0
84,9,0,2,4,18,3,12,105,1,1,1
84,9,0,2,4,18,11,13,106,0,1,0
84,9,0,2,4,18,2,14,107,0,0,0
84,9,0,2,4,18,6,15,108,1,1,1
84,9,0,2,4,18,16,16,109,0,1,0
84,9,0,2,4,18,15,17,110,0,0,0
84,9,0,2,4,18,14,18,111,0,0,0
130,9,1,1,5,10,4,1,112,0,1,0
130,9,1,1,5,10,7,2,113,0,1,0
130,9,1,1,5,10,5,3,114,0,1,0
130,9,1,1,5,10,9,4,115,0,0,0
130,9,1,1,5,10,6,5,116,0,1,0
130,9,1,1,5,10,10,6,117,0,0,0
130,9,1,1,5,10,3,10,119,1,1,1
130,9,1,1,5,10,1,11,120,1,1,1
130,9,1,1,5,10,8,12,121,0,1,0
166,9,1,2,7,16,8,1,142,0,0,0
166,9,1,2,7,16,9,2,143,0,1,0
166,9,1,2,7,16,12,3,144,0,0,1
166,9,1,2,7,16,13,4,145,0,0,0
166,9,1,2,7,16,3,5,146,0,0,0
166,9,1,2,7,16,2,6,147,1,1,1
166,9,1,2,7,16,1,7,148,0,0,1
166,9,1,2,7,16,16,8,149,1,1,1
166,9,1,2,7,16,7,9,150,0,0,0
166,9,1,2,7,16,5,10,151,0,0,0
166,9,1,2,7,16,11,11,152,0,0,0
166,9,1,2,7,16,10,12,153,0,0,0
166,9,1,2,7,16,14,13,154,1,1,1
166,9,1,2,7,16,4,14,155,0,0,1
166,9,1,2,7,16,6,15,156,0,0,1
166,9,1,2,7,16,15,16,157,0,0,1
150,9,0,2,7,16,16,1,158,0,1,0
150,9,0,2,7,16,1,2,159,0,1,0
150,9,0,2,7,16,6,3,160,0,1,0
150,9,0,2,7,16,2,4,161,0,0,0
150,9,0,2,7,16,11,5,162,0,0,0
150,9,0,2,7,16,14,6,163,0,1,0
150,9,0,2,7,16,5,7,164,0,1,0
150,9,0,2,7,16,13,8,165,1,1,1
150,9,0,2,7,16,7,9,166,0,0,0
150,9,0,2,7,16,15,10,167,1,1,1
150,9,0,2,7,16,10,11,168,0,1,0
150,9,0,2,7,16,4,12,169,0,0,1
150,9,0,2,7,16,3,13,170,0,1,0
150,9,0,2,7,16,8,14,171,0,1,0
150,9,0,2,7,16,12,15,172,0,0,0
150,9,0,2,7,16,9,16,173,0,1,0
192,9,1,1,8,10,3,1,174,0,1,0
192,9,1,1,8,10,2,2,175,0,0,0
192,9,1,1,8,10,9,3,176,0,1,0
192,9,1,1,8,10,6,4,177,0,1,0
192,9,1,1,8,10,10,5,178,0,0,0
192,9,1,1,8,10,1,6,179,0,0,1
192,9,1,1,8,10,4,7,180,1,1,1
192,9,1,1,8,10,7,8,181,0,0,0
192,9,1,1,8,10,8,9,182,0,1,0
192,9,1,1,8,10,5,10,183,0,1,0
182,9,0,1,8,10,4,1,184,0,0,1
182,9,0,1,8,10,10,2,185,0,1,0
182,9,0,1,8,10,3,3,186,0,0,0
182,9,0,1,8,10,6,4,187,0,0,0
182,9,0,1,8,10,5,5,188,0,0,0
182,9,0,1,8,10,9,6,189,0,0,0
182,9,0,1,8,10,1,7,190,0,1,0
182,9,0,1,8,10,7,8,191,0,0,1
182,9,0,1,8,10,8,9,192,0,0,1
182,9,0,1,8,10,2,10,193,0,0,0
222,9,1,2,9,20,11,1,194,0,0,0
222,9,1,2,9,20,15,2,195,0,0,0
222,9,1,2,9,20,14,3,196,0,0,1
222,9,1,2,9,20,12,4,197,0,0,1
222,9,1,2,9,20,3,5,198,0,0,0
222,9,1,2,9,20,8,6,199,0,0,1
222,9,1,2,9,20,7,7,200,0,0,1
222,9,1,2,9,20,18,8,201,0,0,0
222,9,1,2,9,20,1,9,202,0,0,1
