iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,match
301,8,0,15,2,12,14,3,8,4,311,0.17,0,29,4,50,20,10,10,5,5,34,9,2,3,8,2,4,1,2,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,2,20,20,20,20,10,10,40,5,20,20,10,5,9,9,8,9,8,1
405,9,1,18,2,15,18,10,5,13,391,0.17,0,28,2,35,0,35,10,10,10,30,13,1,1,1,4,5,5,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,6,30,25,20,15,5,5,25,10,25,15,20,5,8,8,10,9,10,0
544,14,1,28,2,21,22,13,9,19,527,0.17,0,24,6,50,20,10,5,10,5,23,5,4,3,8,1,7,3,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,15,25,20,10,10,20,20,20,10,20,10,20,7,10,10,9,8,0
92,17,0,33,2,4,18,17,17,4,97,0.17,1,29,2,50,7,20,23,0,0,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1
231,18,1,36,2,9,20,6,19,2,195,0.17,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,30,13,3,1,1,1,6,3,9,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,5,18.6,20.93,23.26,23.26,2.33,11.63,18.18,11.36,15.91,18.18,20.45,15.91,8,8,8,9,3,0
311,4,1,8,2,12,14,3,8,8,301,0.17,0,34,2,20,20,20,20,10,10,29,8,4,1,1,2,6,1,7,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,8,50,20,10,10,5,5,20,20,20,10,10,20,9,9,10,9,3,1
549,19,1,38,2,21,22,15,9,3,511,0.17,0,23,4,20,10,10,30,15,15,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,20,20,20,20,0,20,35,10,10,15,20,10,7,10,8,9,9,0
279,7,1,14,2,11,21,10,5,15,266,0.17,1,28,2,25,20,20,25,0,10,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,27,15,28,10,10,10,40,3,25,8,13,11,8,9,6,10,7,0
402,6,1,12,2,15,18,9,2,10,388,0.17,0,24,2,22,17,15,15,15,16,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,25,20,15,25,10,5,25,20,10,20,10,15,6,8,7,10,9,0
402,6,1,12,2,15,18,1,12,16,394,0.17,0,24,2,18,19,16,15,15,17,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,25,20,15,25,10,5,25,20,10,20,10,15,6,8,7,10,9,0
402,6,1,12,2,15,18,16,9,6,384,0.17,0,23,2,20,20,20,20,20,0,29,2,4,1,1,3,4,2,7,10,2,6,9,6,6,9,7,4,3,3,5,8,4,4,6,9,6,25,20,15,25,10,5,25,20,10,20,10,15,6,8,7,10,9,0
492,12,1,24,2,19,15,12,10,6,471,0.17,0,30,4,15,15,25,10,15,20,30,10,6,1,1,2,4,2,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,30,0,30,30,10,0,0,30,30,0,30,10,10,10,10,10,10,0
195,2,0,3,2,9,20,6,19,18,231,0.17,0,30,3,18.6,20.93,23.26,23.26,2.33,11.63,27,10,2,3,9,1,2,1,2,7,6,9,8,5,5,9,9,8,10,1,3,4,3,6,5,1,8,15.38,19.23,19.23,19.23,13.46,13.46,22.73,15.91,18.18,18.18,11.36,13.64,9,8,10,10,8,0
229,16,1,32,2,9,20,4,19,14,207,0.17,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,28,10,2,7,1,1,6,3,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0
449,10,1,20,2,17,11,8,1,1,430,0.17,0,22,4,10,25,15,20,15,15,23,1,6,7,1,1,3,1,1,8,2,6,8,7,5,5,3,1,9,7,6,9,2,6,4,1,5,55,2,1,40,1,1,25,1,13,44,11,6,7,10,10,10,8,0
194,1,0,1,2,9,20,2,12,20,233,0.17,0,29,4,14,20,18,16,14,18,24,3,2,9,9,3,3,2,3,8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,16,16,20,16,18,14,20,12,16,20,14,18,9,10,8,10,10,0
415,19,1,37,2,15,18,8,8,5,383,0.17,1,27,2,25,20,10,20,15,10,31,8,2,3,1,1,4,2,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,10,20,40,10,10,10,20,10,10,30,10,20,7,8,4,10,8,0
539,9,1,18,2,21,22,14,11,18,526,0.17,0,26,3,10,10,30,20,10,15,22,1,2,6,6,1,4,1,1,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,7,30,10,20,15,15,10,20,15,20,15,25,5,8,8,9,10,10,0
527,19,0,37,2,21,22,13,9,14,544,0.17,0,23,4,15,25,20,10,10,20,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,50,20,10,5,10,5,70,5,5,5,10,5,10,10,10,10,10,0
531,1,1,2,2,21,22,12,21,2,510,0.17,0,26,3,25,25,25,12,3,10,25,5,4,5,1,2,7,2,2,10,10,6,6,10,10,10,6,6,6,10,10,10,8,10,1,6,7,15,30,20,20,10,5,30,30,0,20,0,20,10,10,6,10,10,0
240,7,0,13,1,10,9,5,3,3,245,0.18,0,32,2,18,10,30,10,10,22,26,8,4,1,1,1,6,3,6,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,2,10,30,30,10,10,10,40,5,10,25,10,10,3,8,5,3,6,0
540,10,1,20,2,21,22,20,10,11,519,0.18,1,26,2,40,5,30,15,5,5,24,5,2,5,1,1,7,4,2,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,7,20,15,20,20,15,10,20,30,10,20,10,10,5,7,6,5,7,0
434,5,0,9,2,17,14,4,2,1,440,0.18,1,21,2,35,5,30,20,5,5,27,11,2,2,2,1,4,2,15,4,2,9,6,3,3,3,2,7,2,6,2,2,4,7,8,4,3,30,15,15,30,0,10,40,10,10,25,0,15,7,7,8,6,4,0
266,15,0,29,2,11,21,10,12,11,283,0.18,0,27,4,50,10,10,10,10,10,28,16,2,2,2,2,7,3,10,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,39,20,15,20,0,6,8,8,7,7,4,0
394,16,0,31,2,15,19,1,18,17,413,0.18,1,26,2,10,10,30,30,5,15,24,6,2,1,6,2,4,2,6,3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,18,19,16,15,15,17,20,20,15,15,15,15,9,8,7,7,7,0
255,4,0,7,2,11,21,13,17,9,281,0.18,0,27,2,20,20,20,15,5,20,26,10,4,3,1,1,7,3,4,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6,0
273,1,1,2,2,11,21,5,18,7,258,0.18,0,25,6,7,35,20,20,5,13,29,10,2,8,4,2,5,2,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,5,30,25,18,18,4,5,17,15,23,20,15,10,7,10,5,7,7,0
322,1,0,1,1,13,9,1,9,4,335,0.18,0,24,2,20,10,20,20,15,15,34,3,4,2,1,2,2,2,2,8,7,7,6,6,6,9,3,6,7,2,8,8,8,8,3,1,9,2,60,15,8,5,10,40,30,10,10,0,10,5,9,8,7,7,0
374,14,1,28,2,14,20,8,14,3,343,0.18,0,32,2,5,25,20,10,15,25,30,8,4,6,6,2,4,2,7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,7,50,10,10,10,5,15,60,10,10,10,5,5,6,7,6,7,7,0
374,14,1,28,2,14,20,1,7,20,360,0.18,0,24,6,20,30,10,10,10,20,30,8,4,6,6,2,4,2,7,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,7,50,10,10,10,5,15,60,10,10,10,5,5,6,7,6,7,7,0
377,17,1,34,2,14,20,4,16,16,356,0.18,0,27,2,15,25,20,20,0,20,26,8,4,3,2,1,5,1,7,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,6,25,20,10,20,15,10,20,25,20,20,10,5,7,8,8,7,7,0
447,8,1,16,2,17,11,7,5,6,435,0.18,0,22,1,25,5,20,25,15,10,26,13,4,1,1,1,7,2,7,7,5,6,8,3,2,6,2,5,6,3,4,8,4,9,2,4,3,15,30,25,20,0,10,20,20,15,25,10,10,6,10,6,7,4,0
535,5,1,10,2,21,22,1,6,9,517,0.18,0,30,3,15,20,20,20,5,10,23,10,2,5,6,1,5,3,2,4,3,4,7,7,6,2,8,8,8,6,6,9,8,9,5,6,6,23,14,19,16,10,18,20,15,15,20,20,10,6,7,6,7,5,0
233,20,1,40,2,9,20,3,13,4,197,0.18,0,24,6,14,18,20,18,16,14,29,13,4,1,1,1,3,2,7,10,9,8,10,8,8,7,9,8,5,10,8,10,10,10,8,6,7,14,20,18,16,14,18,14,20,14,18,16,18,7,8,8,7,8,0
111,18,1,36,2,4,18,7,8,11,86,0.18,0,22,2,15,20,20,20,5,20,27,8,4,7,1,5,5,1,7,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,9,20,20,20,20,10,10,25,20,15,15,10,15,5,8,5,8,5,0
281,9,1,18,2,11,21,13,17,4,255,0.18,0,26,4,16.67,16.67,16.67,16.67,16.67,16.67,27,3,2,2,5,6,5,5,2,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,2,20,20,20,15,5,20,25,10,10,25,20,10,7,8,6,8,5,0
157,16,0,31,2,7,16,16,3,5,162,0.18,1,27,4,15.22,15.22,19.57,17.39,13.04,19.57,28,8,4,5,3,1,6,1,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,14.29,16.33,16.33,18.37,18.37,16.33,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,0
245,3,1,6,1,10,9,5,3,7,240,0.18,0,26,4,10,30,30,10,10,10,32,7,2,1,6,4,5,2,1,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,18,10,30,10,10,22,25,11,11,18,20,15,5,7,6,8,7,0
362,2,1,4,2,14,20,12,3,12,352,0.18,0,29,6,20,20,20,10,10,20,30,1,2,1,1,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,20.51,14.53,24.79,17.09,5.98,17.09,33,17,16,33,0,1,7,7,9,8,8,0
388,10,0,19,2,15,19,9,4,9,405,0.18,0,30,1,30,25,20,15,5,5,24,3,2,1,6,2,4,2,3,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,4,22,17,15,15,15,16,25,15,15,15,15,15,8,8,7,8,8,0
270,19,0,37,2,11,21,2,18,7,279,0.18,0,25,2,27,15,28,10,10,10,23,10,4,2,4,2,5,1,2,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,5,16,16,19,17,14,18,19,13,17,19,16,16,5,4,7,8,6,1
288,16,1,32,2,11,21,14,3,12,263,0.18,0,26,1,20,20,20,10,20,10,27,3,2,3,5,1,6,3,2,9,5,3,8,5,5,6,4,4,9,2,6,7,5,7,2,2,5,20,20,15,25,10,10,30,20,5,25,10,10,5,8,7,8,7,1
387,9,0,17,2,15,19,13,5,3,399,0.18,1,29,2,25,10,20,20,10,15,25,3,2,5,2,2,7,2,3,5,5,8,8,6,6,4,3,8,7,7,8,8,7,7,8,2,6,20,15,25,15,15,10,30,15,20,15,10,10,8,8,8,8,8,0
400,4,1,8,2,15,18,4,12,2,380,0.18,0,33,1,20,20,20,15,15,10,26,8,2,7,7,5,4,2,7,7,4,7,7,6,6,6,1,8,7,1,7,7,6,7,1,1,3,70,5,20,3,1,1,80,5,5,4,3,3,7,10,6,8,7,0
432,3,0,5,2,17,14,11,3,13,452,0.18,0,29,4,35,30,25,5,0,5,28,11,2,1,1,4,6,3,11,2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,25,10,25,15,20,5,7,8,8,8,8,1
85,10,0,19,2,4,18,2,15,8,101,0.18,0,22,4,40,8,10,12,10,20,30,11,2,3,5,2,6,4,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,20,25,15,15,15,10,25,15,15,25,10,10,7,9,9,8,9,0
263,12,0,23,2,11,21,14,3,16,288,0.18,0,27,2,20,20,15,25,10,10,26,3,1,9,10,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,50,30,5,5,5,5,8,8,8,8,5,1
263,12,0,23,2,11,21,14,4,17,289,0.18,0,28,4,20,30,10,20,0,20,26,3,1,9,10,1,6,2,10,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,1,20,20,20,10,20,10,50,30,5,5,5,5,8,8,8,8,5,1
289,17,1,34,2,11,21,14,4,12,263,0.18,0,26,1,20,20,20,10,20,10,28,8,4,1,2,1,4,1,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,30,20,15,15,20,0,4,9,10,8,8,1
335,4,1,8,1,13,10,3,2,5,326,0.18,0,36,1,15,15,15,20,20,15,24,3,2,1,8,1,3,3,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0
335,4,1,8,1,13,10,1,10,1,322,0.18,0,34,4,2,60,15,8,5,10,24,3,2,1,8,1,3,3,2,9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8,0
404,8,1,16,2,15,18,15,17,14,392,0.18,1,26,2,15,20,15,30,10,10,23,5,2,1,4,2,5,2,7,10,5,8,10,8,8,9,7,9,8,4,5,8,7,8,6,3,7,25,14,25,25,3,8,10,16,24,24,20,6,6,9,7,8,8,1
350,10,0,19,2,14,18,3,5,9,369,0.18,1,25,2,17,18,28,27,5,5,31,10,2,9,5,2,7,3,4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,12,25,25,8,15,15,30,5,10,25,5,25,7,10,6,8,8,0
546,16,1,32,2,21,22,20,21,11,519,0.18,1,26,2,40,5,30,15,5,5,30,8,2,3,4,2,4,1,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,35,10,20,25,5,5,30,10,10,30,10,10,9,8,10,8,7,0
546,16,1,32,2,21,22,16,17,6,514,0.18,1,23,2,20,20,20,15,5,20,30,8,2,3,4,2,4,1,7,10,5,8,10,4,3,5,1,1,2,4,3,6,3,9,10,6,8,35,10,20,25,5,5,30,10,10,30,10,10,9,8,10,8,7,0
200,7,0,13,2,9,20,18,1,10,223,0.18,1,28,2,17.39,17.39,19.57,19.57,10.87,15.22,25,8,2,1,1,1,7,2,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,13.21,18.87,18.87,16.98,16.98,15.09,17.02,14.89,14.89,19.15,17.02,17.02,8,10,8,8,8,0
307,15,0,28,2,12,14,10,8,11,318,0.18,0,29,6,40,30,10,8,2,10,27,9,4,1,3,5,7,2,2,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,3,10,20,20,15,20,15,30,10,20,20,10,10,5,8,7,8,8,0
360,20,0,38,2,14,18,1,6,14,374,0.18,0,30,4,50,10,10,10,5,15,24,3,6,8,4,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,8,0
392,14,0,27,2,15,19,15,18,8,404,0.18,1,23,2,25,14,25,25,3,8,26,6,2,6,1,5,4,3,6,4,3,3,9,10,9,9,1,3,10,6,8,10,5,10,7,7,3,15,20,15,30,10,10,25,10,10,25,15,15,4,7,7,8,7,1
517,9,0,17,2,21,22,1,6,5,535,0.18,0,23,2,23,14,19,16,10,18,30,15,3,1,1,5,5,3,6,2,1,9,9,6,8,4,1,2,9,3,10,8,4,4,3,9,3,15,20,20,20,5,10,30,20,15,15,10,10,8,9,7,9,7,0
199,6,0,11,2,9,20,19,10,4,217,0.18,1,26,2,21.28,17.02,21.28,12.77,6.38,21.28,30,7,2,2,1,4,5,3,2,8,3,10,10,10,10,1,1,7,10,4,7,8,3,5,7,1,4,17.5,17.5,20,12.5,20,12.5,31.25,15.63,9.38,18.75,9.38,15.63,9,7,7,9,9,1
258,7,0,13,2,11,21,5,18,1,273,0.18,0,29,2,30,25,18,18,4,5,25,9,6,1,10,1,6,1,2,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,6,7,35,20,20,5,13,50,8,9,17,5,11,6,10,8,9,5,0
364,4,1,8,2,14,20,17,7,5,345,0.18,0,24,2,10,20,27,23,15,5,27,8,3,6,2,3,4,2,7,9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9,1
35,15,0,29,2,2,16,17,14,10,49,0.18,0,25,4,20,20,20,20,5,15,25,2,2,9,7,1,6,3,7,9,7,9,8,8,8,5,6,9,7,9,8,8,7,7,8,3,7,20,23,23,22,7,5,40,10,15,15,10,10,8,9,9,9,7,1
94,1,1,2,2,4,18,3,7,14,89,0.18,0,27,2,25,15,20,20,20,0,28,8,4,6,8,2,6,3,7,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,20,20,20,10,10,20,50,0,30,20,0,0,6,9,9,9,7,0
223,10,1,20,2,9,20,18,1,7,200,0.18,1,25,2,13.21,18.87,18.87,16.98,16.98,15.09,28,7,2,6,6,2,4,2,2,8,7,6,6,8,7,6,7,8,9,6,5,10,6,7,5,2,7,17.39,17.39,19.57,19.57,10.87,15.22,27.59,6.9,13.79,20.69,24.14,6.9,7,8,7,9,6,0
283,11,1,22,2,11,21,10,12,15,266,0.18,0,28,2,25,20,20,25,0,10,27,5,4,1,1,1,4,2,7,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,5,50,10,10,10,10,10,30,10,30,10,10,10,9,9,9,9,9,0
372,12,1,24,2,14,20,7,1,9,349,0.18,1,33,2,25,20,10,20,20,5,27,8,2,9,7,2,5,2,10,9,10,8,9,9,9,7,4,2,9,6,8,6,7,7,4,2,5,30,15,15,20,5,15,30,10,15,10,20,15,7,8,8,9,8,1
101,8,1,16,2,4,18,2,15,10,85,0.18,0,30,2,20,25,15,15,15,10,22,8,4,3,2,3,4,3,7,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,7,40,8,10,12,10,20,20,10,10,30,10,20,8,8,8,9,9,0
106,13,1,26,2,4,18,8,6,13,88,0.18,0,23,2,15,15,20,15,20,15,22,1,3,1,3,5,7,3,1,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,5,10,20,35,10,5,20,20,15,20,20,5,20,4,7,3,9,2,0
500,5,0,8,1,20,7,6,4,5,505,0.18,0,27,4,20,14,18,16,16,16,25,10,1,7,9,1,5,3,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,6,10,15,35,15,10,15,50,5,10,20,5,10,8,9,9,9,9,0
519,11,0,21,2,21,22,20,21,16,546,0.18,1,30,2,35,10,20,25,5,5,26,9,2,8,9,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10,0
519,11,0,21,2,21,22,20,10,10,540,0.18,1,24,2,20,15,20,20,15,10,26,9,2,8,9,2,4,2,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10,0
89,14,0,27,2,4,18,3,7,1,94,0.18,0,28,4,20,20,20,10,10,20,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0
107,14,1,28,2,4,18,8,15,13,88,0.18,1,23,2,15,15,20,15,20,15,21,7,2,1,1,1,4,1,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,19,24,21,23,5,8,22,20,18,23,10,7,7,9,9,9,6,0
345,5,0,9,2,14,18,17,5,4,364,0.18,0,27,3,25,25,25,15,10,0,24,10,2,7,6,2,7,4,4,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,6,10,20,27,23,15,5,35,10,10,25,10,10,7,9,7,9,7,1
349,9,0,17,2,14,18,7,1,12,372,0.18,1,27,2,30,15,15,20,5,15,33,3,2,1,7,1,4,2,7,2,3,10,8,7,8,7,1,6,7,4,8,8,8,9,6,7,6,25,20,10,20,20,5,50,5,20,30,5,0,7,8,8,9,7,1
380,2,0,3,2,15,19,4,13,4,400,0.18,0,26,2,70,5,20,3,1,1,33,14,1,4,8,2,7,4,6,7,8,8,8,5,5,3,1,5,5,7,7,10,9,9,9,9,6,20,20,20,15,15,10,100,0,0,0,0,0,4,7,9,9,9,0
405,9,1,18,2,15,18,9,4,10,388,0.18,0,24,2,22,17,15,15,15,16,30,13,1,1,1,4,5,5,9,6,1,6,9,8,9,2,6,8,8,6,10,9,7,9,9,5,6,30,25,20,15,5,5,25,10,25,15,20,5,8,8,10,9,10,0
435,6,0,11,2,17,14,7,7,8,447,0.18,0,26,4,15,30,25,20,0,10,22,1,1,1,1,1,7,2,1,5,5,6,9,8,8,3,2,9,9,1,8,7,9,9,10,10,5,25,5,20,25,15,10,50,1,4,25,10,10,7,9,9,9,9,0
544,14,1,28,2,21,22,2,20,22,530,0.18,1,22,4,20,20,10,15,5,30,23,5,4,3,8,1,7,3,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,15,25,20,10,10,20,20,20,10,20,10,20,7,10,10,9,8,1
86,11,0,21,2,4,18,7,8,18,111,0.18,0,27,4,20,20,20,20,10,10,22,3,2,1,1,2,7,1,2,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,6,15,20,20,20,5,20,40,10,10,10,10,20,7,9,9,9,4,0
88,13,0,25,2,4,18,8,6,13,106,0.18,0,22,3,10,20,35,10,5,20,23,11,2,8,7,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,15,15,20,15,20,15,9,9,9,9,9,0
88,13,0,25,2,4,18,8,15,14,107,0.18,1,21,2,19,24,21,23,5,8,23,11,2,8,7,1,4,4,9,8,7,10,7,7,7,8,6,6,10,8,9,10,8,10,9,3,5,15,15,20,15,20,15,15,15,20,15,20,15,9,9,9,9,9,0
162,5,1,10,2,7,16,16,3,16,157,0.18,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,27,10,4,1,1,2,6,2,4,3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,4,15.22,15.22,19.57,17.39,13.04,19.57,13.04,19.57,19.57,17.39,17.39,13.04,7,8,7,9,8,0
197,4,0,7,2,9,20,3,13,20,233,0.18,0,29,4,14,20,18,16,14,18,24,13,6,2,1,1,4,3,7,6,1,4,10,8,8,4,7,5,9,6,5,10,8,10,7,3,3,14,18,20,18,16,14,23.81,14.29,19.05,16.67,14.29,11.9,7,8,9,9,7,0
238,5,0,9,1,10,9,7,3,2,244,0.18,1,28,2,20,20,20,10,10,20,27,15,2,3,5,1,2,1,6,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,5,15,20,20,15,15,15,50,10,10,25,0,5,10,9,10,9,8,1
326,5,0,9,1,13,9,3,2,4,335,0.18,0,24,2,20,10,20,20,15,15,36,9,1,5,5,2,6,4,2,2,2,3,8,8,8,2,2,6,9,6,10,8,10,10,10,8,8,15,15,15,20,20,15,25,15,10,25,10,15,8,9,6,9,8,0
352,12,0,23,2,14,18,12,3,2,362,0.18,0,30,2,20.51,14.53,24.79,17.09,5.98,17.09,29,9,6,6,6,2,4,3,6,8,5,10,10,10,10,8,4,5,5,8,9,9,10,10,7,7,9,20,20,20,10,10,20,20,20,15,10,15,20,9,10,9,9,8,0
356,16,0,31,2,14,18,4,14,17,377,0.18,0,26,4,25,20,10,20,15,10,27,3,2,2,4,1,7,2,3,10,9,8,10,8,5,7,1,5,8,9,8,9,7,10,5,6,4,15,25,20,20,0,20,50,0,20,25,0,5,7,10,8,9,6,0
399,3,1,6,2,15,18,13,5,9,387,0.18,1,25,2,20,15,25,15,15,10,29,8,2,1,1,2,4,2,7,9,2,9,9,9,9,7,3,5,9,1,6,7,8,10,3,8,7,25,10,20,20,10,15,15,15,25,20,25,0,9,9,9,9,9,0
440,1,1,2,2,17,11,4,2,5,434,0.18,1,27,2,30,15,15,30,0,10,21,1,2,8,2,1,7,2,1,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,7,35,5,30,20,5,5,40,5,20,10,20,5,8,8,9,9,9,0
514,6,0,11,2,21,22,16,17,16,546,0.18,1,30,2,35,10,20,25,5,5,23,3,2,8,9,2,4,3,2,5,3,7,7,8,10,2,2,1,8,6,10,8,9,10,6,7,7,20,20,20,15,5,20,30,5,15,30,0,20,8,10,8,9,7,0
530,22,0,43,2,21,22,2,20,14,544,0.18,1,23,4,15,25,20,10,10,20,22,5,4,1,1,2,7,3,10,7,10,5,6,3,8,6,7,6,3,5,8,10,9,10,6,3,8,20,20,10,15,5,30,40,10,10,10,10,20,3,9,9,9,7,1
279,7,1,14,2,11,21,2,18,19,270,0.18,0,23,4,16,16,19,17,14,18,25,10,2,7,1,3,4,2,2,7,1,6,5,2,3,5,3,4,9,6,3,8,1,2,1,1,7,27,15,28,10,10,10,40,3,25,8,13,11,8,9,6,10,7,1
244,2,1,4,1,10,9,7,3,5,238,0.18,1,27,2,15,20,20,15,15,15,28,8,2,8,9,2,5,3,7,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,5,20,20,20,10,10,20,20,20,10,20,20,10,7,10,7,10,10,1
229,16,1,32,2,9,20,11,6,10,203,0.18,1,22,2,16,20,18,20,18,8,28,10,2,7,1,1,6,3,7,8,5,7,7,1,1,5,3,3,8,5,1,5,2,6,1,1,3,21.43,16.67,21.43,16.67,11.9,11.9,15.22,19.57,15.22,17.39,21.74,10.87,8,7,5,10,10,0
203,10,0,19,2,9,20,11,6,16,229,0.18,1,28,2,21.43,16.67,21.43,16.67,11.9,11.9,22,2,2,4,10,6,6,2,2,3,1,8,6,4,2,2,1,6,7,10,6,8,3,7,9,2,3,16,20,18,20,18,8,23.68,18.42,10.53,18.42,13.16,15.79,9,8,9,10,7,0
49,10,1,20,2,2,19,17,16,15,35,0.18,0,25,2,20,23,23,22,7,5,25,8,4,1,3,1,3,2,7,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,30,15,15,15,15,10,7,10,10,10,8,1
